nurse_id,nurse_name,nurse_last_name,date_of_birth,gender,email,phone_number,nurse_type,specialty,department_id,wing_id,shift_type,employment_status_active,vacation_status,salary
211,Stephen,Skinner,1991-12-22,Male,kingdavid@example.com,9304378711,CNA,Obstetrics & Maternity,21,5,Rotating,True,False,55321
212,Edward,Stevens,1984-06-30,Male,williamgentry@example.net,504-951-1193x699,RN,Obstetrics & Maternity,21,5,Night,True,False,66008
213,Jared,Watson,1981-02-21,Male,suethompson@example.com,947-568-1921x45465,RN,Obstetrics & Maternity,21,5,Night,True,False,69067
214,Heidi,Diaz,1961-04-02,Female,ariana39@example.org,+1-257-472-9933x8465,LPN,Obstetrics & Maternity,21,5,Day,True,False,71493
215,Audrey,Smith,1980-09-24,Female,kathleen81@example.net,(689)903-2263,RN,Obstetrics & Maternity,21,5,Day,True,True,64718
216,William,Reed,2003-02-04,Male,jonathan77@example.org,638-581-2142x9828,RN,Obstetrics & Maternity,21,5,Day,True,False,56810
217,Charles,Lewis,1997-02-27,Male,hernandezkathleen@example.com,+1-948-811-0990,RN,Obstetrics & Maternity,21,5,Rotating,True,False,74549
218,Jason,Simmons,1973-09-20,Male,ccurry@example.com,924-459-8896x14735,RN,Obstetrics & Maternity,21,5,Day,True,False,74456
219,Patrick,Boone,1981-12-23,Male,aliciabailey@example.org,200-727-5462x1264,LPN,Obstetrics & Maternity,21,5,Night,True,False,57283
220,James,Dunn,1994-02-05,Male,cassandracook@example.org,742-480-3169x362,RN,Obstetrics & Maternity,21,5,Night,True,False,72839
221,Jasmine,Jackson,1983-06-24,Female,debrahansen@example.com,963.620.2028x704,LPN,Obstetrics & Maternity,21,5,Day,True,False,62757
222,Jennifer,Duncan,1998-08-11,Female,kellie83@example.org,+1-444-601-2256,RN,Pediatrics,20,5,Rotating,True,False,66452
223,Michael,Hill,1971-02-19,Male,rosemartin@example.com,+1-915-652-2036x09997,RN,Pediatrics,20,5,Night,True,False,59960
224,Debbie,Cox,1982-10-16,Female,ejordan@example.org,(649)281-5963x2902,RN,Pediatrics,20,5,Day,True,False,73179
225,Michael,Burke,1999-10-23,Male,christopher03@example.org,4026265633,LPN,Pediatrics,20,5,Rotating,True,False,57976
226,Lauren,Todd,1990-08-02,Female,kaitlynharris@example.net,001-815-252-0261,RN,Pediatrics,20,5,Day,True,False,57419
227,Ryan,Maddox,1996-06-21,Male,williamskenneth@example.net,(519)911-8707,RN,Pediatrics,20,5,Day,True,False,61008
228,David,Bentley,1977-01-11,Male,alexandratran@example.org,238.263.7813x438,RN,Pediatrics,20,5,Day,True,False,57346
229,Dylan,Miles,1980-01-08,Male,perkinsrobert@example.org,(840)754-1769,RN,Pediatrics,20,5,Rotating,True,False,58570
230,Lisa,Baker,1998-06-20,Female,yrogers@example.org,389.986.7801x08675,RN,Pediatrics,20,5,Night,True,False,58389
231,Joseph,Woodward,1992-12-18,Male,danielcastillo@example.org,5287903676,RN,Pediatrics,20,5,Night,True,False,69174
232,Vincent,Rivera,1978-09-25,Male,serranotheresa@example.org,6678809592,RN,Pediatrics,20,5,Day,True,False,63005
233,Richard,Harper,1989-07-21,Male,williamsstephanie@example.net,965.795.7348,RN,Pediatrics,20,5,Day,True,False,58027
234,Michelle,Johnston,1994-10-25,Female,justinfuller@example.com,960-203-5727,RN,Pediatrics,20,5,Day,True,False,59931
235,Angela,Mora,1975-05-04,Female,byrdtheresa@example.net,266.505.7299,RN,Pediatrics,20,5,Night,True,False,66027
236,Katherine,Dillon,1998-11-09,Female,vdavis@example.net,(823)774-6712,RN,Pediatrics,20,5,Rotating,True,False,58771
237,Mary,Davis,1969-10-03,Female,amy98@example.net,5968959257,RN,Pediatrics,20,5,Day,True,False,65094
238,Kevin,Kim,1976-07-11,Male,krystalgarcia@example.com,(905)675-4495,RN,Pediatrics,20,5,Night,True,False,55961
239,Justin,Garcia,1976-03-11,Male,jennifer44@example.net,001-284-940-8253x708,RN,Pediatrics,20,5,Night,True,False,66068
240,Jennifer,Sweeney,1969-09-03,Female,wilsoncarl@example.com,458.322.9843,LPN,Pediatrics,20,5,Night,True,False,72920
241,Robert,Lambert,2000-04-07,Male,wigginsdonna@example.org,969-323-2299x082,RN,Pediatrics,20,5,Night,True,False,72669
242,Stephanie,Mendez,1994-10-15,Female,zharrison@example.net,574.654.6170,RN,Pediatrics,20,5,Night,True,False,65409
243,Melanie,Smith,1975-11-29,Female,brian92@example.net,001-491-412-9730,RN,Pediatrics,20,5,Day,True,False,74294
244,Robert,Luna,1991-01-04,Male,bross@example.com,001-505-759-7766x589,RN,Pediatrics,20,5,Night,True,False,70589
245,Kathryn,Butler,1994-12-21,Female,wolfebenjamin@example.net,874-258-9633x74221,RN,Pediatrics,20,5,Rotating,True,False,56773
246,Christopher,Fox,1969-02-03,Male,coreyrodriguez@example.net,+1-465-872-7861,RN,Pediatrics,20,5,Day,True,False,71854
247,Maria,Duffy,1989-05-07,Female,hayneslisa@example.net,804-917-9037x117,RN,Pediatrics,20,5,Rotating,True,False,57781
248,Daniel,Wright,1978-06-16,Male,vnavarro@example.com,3512789684,RN,Pediatrics,20,5,Night,True,False,73115
249,Paula,Robinson,1967-12-07,Female,amadden@example.com,360.943.7794,RN,Pediatrics,20,5,Day,True,False,69703
250,Christopher,Ross,1991-05-25,Male,hernandezmonica@example.org,739.461.4589,LPN,Reproductive Medicine,5,5,Day,True,False,58543
251,Susan,Stanley,2000-12-11,Female,bmartinez@example.org,001-765-308-6079x506,RN,Reproductive Medicine,5,5,Rotating,True,False,66419
252,Christine,Mercer,1982-09-08,Female,xcampbell@example.net,400.276.7064x38540,RN,Reproductive Medicine,5,5,Night,True,False,66338
253,Robert,Montgomery,1963-03-30,Male,hwise@example.org,001-822-905-2622x26594,RN,Reproductive Medicine,5,5,Rotating,True,False,64273
254,Scott,Black,1998-07-17,Male,mpark@example.com,527.479.3951,RN,Reproductive Medicine,5,5,Day,True,False,55294
255,Lauren,Garcia,1966-05-09,Female,kathryn31@example.com,975.202.5909,RN,Reproductive Medicine,5,5,Day,True,False,74609
256,Kathy,Ortiz,1962-03-21,Female,turnersamantha@example.org,455-246-8469,RN,Reproductive Medicine,5,5,Night,True,False,61127
257,Kim,Schultz,2001-04-30,Female,natasha16@example.com,912-698-6957x5020,CNA,Reproductive Medicine,5,5,Day,True,False,67190
258,Karen,Smith,1961-08-02,Female,briggschristine@example.net,(611)617-1299,LPN,Reproductive Medicine,5,5,Night,True,False,58051
259,Robert,Todd,1994-11-09,Male,richardsoncheryl@example.org,+1-568-457-9565x857,RN,Reproductive Medicine,5,5,Day,True,False,60194
260,Bill,Griffin,1986-09-16,Male,baileyjoseph@example.com,6366718593,LPN,Reproductive Medicine,5,5,Rotating,True,False,67200
261,Heidi,Dunn,1969-07-07,Female,cwilson@example.com,(524)954-7957x3129,RN,Reproductive Medicine,5,5,Night,True,False,74329
262,Thomas,Long,1989-06-29,Male,kbrown@example.net,394-466-9920x0706,RN,Reproductive Medicine,5,5,Night,True,False,63303
263,Lynn,Bryant,1964-12-28,Female,nholloway@example.org,+1-906-910-4231x73944,RN,Reproductive Medicine,5,5,Rotating,True,True,64169
264,Michael,Kim,1965-06-10,Male,calebbruce@example.com,421-821-4349x8340,RN,Reproductive Medicine,5,5,Day,True,False,71908
265,Christopher,Burnett,1975-01-21,Male,meganhall@example.org,001-524-333-2073,RN,Reproductive Medicine,5,5,Rotating,True,True,55719
266,Arthur,Miller,1987-12-15,Male,sherri10@example.net,305.630.0536x506,RN,Reproductive Medicine,5,5,Rotating,True,False,74493
267,Maria,Morrow,1994-09-03,Female,bryanfuentes@example.com,+1-912-464-3620x885,CNA,Reproductive Medicine,5,5,Day,True,False,58584
268,Sabrina,Reynolds,1976-08-15,Female,reesetimothy@example.net,733-239-8923x05631,RN,Reproductive Medicine,5,5,Night,True,False,65613
269,David,Mcconnell,2003-04-01,Male,meagan92@example.com,001-974-832-8504x5227,RN,Reproductive Medicine,5,5,Night,True,False,56242
270,Emily,Mccarty,1965-10-24,Female,brownkaren@example.org,924-796-7376x540,RN,Reproductive Medicine,5,5,Night,True,False,68834
271,Brandi,Wright,1977-12-28,Female,wileyjeffrey@example.org,(402)377-8644x938,RN,Reproductive Medicine,5,5,Night,True,False,74218
272,Jeffrey,Hurley,1960-12-02,Male,john20@example.org,+1-223-628-7126x000,CNA,Reproductive Medicine,5,5,Day,True,True,68724
273,Melissa,Brown,1968-03-31,Female,joshuahorton@example.com,398.874.3916,RN,Reproductive Medicine,5,5,Day,True,False,72462
274,Jessica,Santiago,1992-08-09,Female,buchananlawrence@example.net,001-745-476-1115x438,RN,Reproductive Medicine,5,5,Day,True,False,72460
275,Michael,Moss,1962-11-14,Male,xcoffey@example.net,+1-725-706-0769x3212,RN,Reproductive Medicine,5,5,Night,True,False,70084
276,Ricardo,Farmer,1982-01-16,Male,john57@example.com,(344)744-3191x67496,RN,Reproductive Medicine,5,5,Night,True,False,57450
277,Richard,Leonard,1988-10-30,Male,millsmelinda@example.com,(771)573-7168,RN,Reproductive Medicine,5,5,Day,True,False,64933
278,Zachary,Brown,1981-03-10,Male,gomezjacqueline@example.com,+1-234-362-4019x509,RN,Intensive Care Unit,19,1,Rotating,True,False,68520
279,Courtney,Briggs,1970-04-29,Female,anthony16@example.org,001-897-887-7928x298,RN,Intensive Care Unit,19,1,Day,True,False,73547
280,Diana,Santos,1967-05-05,Female,lyncheric@example.com,419-558-3434x92440,RN,Intensive Care Unit,19,1,Day,True,False,63161
281,Christopher,White,1991-05-09,Male,ccole@example.com,874.337.6258,RN,Intensive Care Unit,19,1,Rotating,True,False,60727
282,John,Davis,1993-11-26,Male,jessica24@example.org,(755)695-3793,RN,Intensive Care Unit,19,1,Night,True,False,64383
283,John,Tucker,1972-03-31,Male,nhunt@example.net,+1-649-204-8643x1156,RN,Intensive Care Unit,19,1,Day,True,False,58409
284,Karen,Cook,1999-02-23,Female,phillipskaren@example.org,400.828.5679x0123,RN,Intensive Care Unit,19,1,Night,True,False,72957
285,James,Jackson,1961-08-03,Male,gonzalezchristine@example.com,9327690128,LPN,Intensive Care Unit,19,1,Night,True,False,57205
286,Heidi,Carey,1961-11-27,Female,qdrake@example.org,562-847-2749,RN,Intensive Care Unit,19,1,Day,True,False,62071
287,Russell,Huang,1965-07-17,Male,johnmurray@example.com,001-585-355-2853,RN,Intensive Care Unit,19,1,Night,True,False,61565
288,Jessica,Tran,1993-09-06,Female,halegregory@example.org,843.502.4737,RN,Intensive Care Unit,19,1,Rotating,True,False,64258
289,Meghan,Moore,1968-08-18,Female,ujones@example.org,(494)686-3787x2556,RN,Intensive Care Unit,19,1,Night,True,False,73105
290,Terry,Weaver,1964-07-25,Male,brownnicholas@example.net,681.790.7075x758,RN,Intensive Care Unit,19,1,Night,True,False,65864
291,Emily,Alexander,1983-08-14,Female,qpeters@example.com,(359)783-5491,RN,Intensive Care Unit,19,1,Night,True,False,70844
292,Brandon,Armstrong,1963-04-25,Male,reyesjames@example.net,571-409-8384,CNA,Intensive Care Unit,19,1,Night,True,False,74178
293,Timothy,Velasquez,1992-12-06,Male,ernest53@example.org,(582)885-2844x08414,RN,Intensive Care Unit,19,1,Day,True,False,60209
294,Christina,Woods,1974-04-25,Female,thomasjeffrey@example.net,(618)738-5617,RN,Intensive Care Unit,19,1,Rotating,True,False,68647
295,Lauren,Wong,1973-01-09,Female,hcarr@example.com,(535)997-9686,LPN,Intensive Care Unit,19,1,Night,True,True,72417
296,Barbara,Mccoy,1962-03-05,Female,tylerrose@example.net,(942)235-9589,LPN,Intensive Care Unit,19,1,Day,True,False,69828
297,Betty,Meyers,1960-08-29,Female,david23@example.org,001-831-653-1199x902,RN,Intensive Care Unit,19,1,Day,True,False,70449
298,David,Abbott,1984-11-02,Male,xreid@example.net,001-683-699-4165x7802,LPN,Intensive Care Unit,19,1,Night,True,False,72006
299,Joyce,Chaney,1987-05-16,Female,stevensrobert@example.org,762.699.0842,CNA,Intensive Care Unit,19,1,Night,True,False,72369
300,Michael,Mcbride,2003-04-30,Male,cantrellkyle@example.net,(492)390-5585,RN,Intensive Care Unit,19,1,Day,True,False,69797
301,Heather,Hines,1963-06-11,Female,bryan87@example.com,669.457.5834x2483,RN,Intensive Care Unit,19,1,Day,True,False,70564
302,Robert,Patton,1962-03-18,Male,anthony03@example.net,848-584-5013x6968,RN,Intensive Care Unit,19,1,Day,True,False,58723
303,Ryan,Ray,1995-09-26,Male,thomaschristie@example.com,6256929855,CNA,Intensive Care Unit,19,1,Rotating,True,False,70141
304,Brent,Rodriguez,1975-05-01,Male,bmoss@example.net,805.669.8613,RN,Intensive Care Unit,19,1,Rotating,True,False,55845
305,Daniel,Wilson,1960-12-29,Male,emilyware@example.net,001-221-986-4858x364,RN,Intensive Care Unit,19,1,Day,True,False,74296
306,Stephanie,Phillips,1995-01-20,Female,millermichael@example.net,6779709665,RN,Intensive Care Unit,19,1,Day,True,False,64304
307,Robert,Ayala,1999-08-15,Male,carrie77@example.net,+1-819-402-3207x555,RN,Intensive Care Unit,19,1,Night,True,False,70967
308,Daniel,Delacruz,1991-09-17,Male,nancy05@example.org,902-748-6452x7652,LPN,Intensive Care Unit,19,1,Night,True,False,61235
309,Katie,Richardson,1964-12-22,Female,nicholsadam@example.com,770-203-3220x2047,RN,Intensive Care Unit,19,1,Night,True,False,66188
310,Heather,Small,1973-05-15,Female,sheila60@example.com,(826)715-0979x62510,RN,Intensive Care Unit,19,1,Night,True,False,65251
311,Kurt,Dawson,1986-03-06,Male,nruiz@example.org,001-356-244-3035x93542,RN,Intensive Care Unit,19,1,Day,True,False,67173
312,Justin,Saunders,2001-03-08,Male,rkrueger@example.com,474-320-7106,LPN,Intensive Care Unit,19,1,Night,True,False,74226
313,Mark,Smith,1967-12-11,Male,xsmith@example.com,571.704.8339,LPN,Intensive Care Unit,19,1,Night,True,False,57008
314,Maria,Parks,1993-11-29,Female,brittanyjones@example.com,+1-950-712-2811x32253,RN,Intensive Care Unit,19,1,Day,True,False,65100
315,Brett,Gutierrez,1969-01-18,Male,shepparddouglas@example.org,001-251-932-6255x954,RN,Intensive Care Unit,19,1,Day,True,False,64107
316,Julie,Washington,1992-10-03,Female,dmiller@example.com,+1-796-536-3599,CNA,Intensive Care Unit,19,1,Day,True,False,72840
317,Bryan,Hill,1985-07-31,Male,ihoward@example.org,526.788.9538x1571,LPN,Intensive Care Unit,19,1,Day,True,False,74856
318,Alejandro,Macias,1961-01-15,Male,katrinamcdaniel@example.net,817.370.0187,LPN,Intensive Care Unit,19,1,Rotating,True,False,55648
319,Christopher,Schaefer,1969-09-15,Male,kellyhoward@example.com,366.717.2536x78991,RN,Intensive Care Unit,19,1,Rotating,True,False,67586
320,Mark,Williamson,1983-04-05,Male,lisa92@example.com,846.672.1262x18840,RN,Intensive Care Unit,19,1,Rotating,True,True,60144
321,Adrian,Scott,1998-01-23,Male,lfoster@example.com,554-339-2464x451,LPN,Neurology,13,3,Day,True,False,64194
322,Sherry,Jones,1961-03-12,Female,benjamin30@example.org,944-323-8021x3437,RN,Neurology,13,3,Night,True,False,67399
323,Sarah,Thornton,1996-06-26,Female,gthomas@example.org,(954)208-3546,LPN,Neurology,13,3,Rotating,True,False,57145
324,Sean,Schneider,1982-01-17,Male,ninadavis@example.com,399-591-3942,CNA,Neurology,13,3,Day,True,False,64442
325,Jerry,Franco,1986-06-09,Male,emmalandry@example.org,(909)573-1858x0691,RN,Neurology,13,3,Night,True,False,59729
326,Kyle,Sanchez,1994-02-02,Male,sheakevin@example.net,8853493243,RN,Neurology,13,3,Day,True,False,68316
327,Jason,Allison,2001-03-25,Male,zlee@example.org,619.340.0619x64100,RN,Neurology,13,3,Day,True,False,74221
328,Ricardo,Ruiz,1966-07-29,Male,andrew03@example.com,314-951-0614,RN,Neurology,13,3,Rotating,True,True,66007
329,Ellen,Schmidt,1961-12-14,Female,micheal53@example.net,962-296-8093x2963,RN,Neurology,13,3,Rotating,True,False,72313
330,Sabrina,Alvarado,2001-01-10,Female,katelyn20@example.org,(522)392-8043x3636,RN,Neurology,13,3,Night,True,False,55101
331,Julia,Montoya,1993-01-26,Female,aaronwallace@example.net,665.421.8450x23411,RN,Neurology,13,3,Night,True,False,69258
332,Andrea,Boyer,2003-11-13,Female,mallen@example.net,911-462-9390,RN,Neurology,13,3,Day,True,False,61098
333,Amanda,James,1992-04-03,Female,halljulian@example.com,001-692-952-3090x0014,LPN,Neurology,13,3,Day,True,False,68142
334,Alexis,Poole,1977-10-12,Female,sramirez@example.com,831.879.1186x059,RN,Neurology,13,3,Day,True,True,62927
335,Rachel,Torres,1969-11-06,Female,solomonsharon@example.org,370.401.3841x3658,RN,Neurology,13,3,Night,True,False,73625
336,Shelley,Reed,1967-03-20,Female,laceydavis@example.net,355-429-0070x7487,RN,Neurology,13,3,Day,True,False,60917
337,Alan,Glass,1962-12-06,Male,matthewbyrd@example.org,001-874-286-7865x7319,RN,Neurology,13,3,Rotating,True,False,70042
338,Felicia,Hester,1986-06-19,Female,kaitlyn35@example.org,(463)517-7430,RN,Neurology,13,3,Night,True,False,71850
339,Dustin,Nash,1982-06-21,Male,bgamble@example.org,492.590.4014x9774,RN,Neurology,13,3,Night,True,False,55167
340,Todd,Gibson,1980-03-24,Male,matthew41@example.net,(242)519-5773x74777,RN,Neurology,13,3,Night,True,False,71755
341,Natalie,Patterson,2004-11-09,Female,rickeybraun@example.net,+1-245-829-0056,RN,Oncology,14,2,Night,True,False,70153
342,Laura,Anderson,1986-09-13,Female,michelletran@example.org,(744)502-5962x08636,RN,Oncology,14,2,Night,True,False,57848
343,Michael,Lara,1972-06-23,Male,mlawrence@example.org,919-331-1140,RN,Oncology,14,2,Day,True,False,72694
344,Leslie,Allen,1990-12-30,Female,annamiller@example.net,6122356734,RN,Oncology,14,2,Night,True,False,69253
345,George,Pruitt,1982-11-10,Male,johnprice@example.com,(735)676-8650,RN,Oncology,14,2,Night,True,False,67657
346,Nathan,Reyes,1994-03-28,Male,erica33@example.org,+1-281-712-0054x4059,CNA,Oncology,14,2,Day,True,False,66539
347,Pamela,Johnson,1995-04-25,Female,zbrown@example.com,(256)336-3648x2126,RN,Oncology,14,2,Day,True,False,73492
348,Kelly,Harrison,1968-11-07,Female,iblake@example.org,+1-995-327-4547x03706,RN,Oncology,14,2,Day,True,False,59755
349,Mary,Stuart,1979-11-28,Female,kmoss@example.com,+1-331-408-1682x018,RN,Oncology,14,2,Night,True,False,66605
350,Joe,Barker,1977-05-27,Male,jacquelineroberts@example.org,375.602.5482,RN,Oncology,14,2,Day,True,False,60431
351,Jessica,Williams,1986-10-21,Female,james04@example.net,(428)237-2923,LPN,Oncology,14,2,Day,True,False,69134
352,Melissa,Bennett,1968-03-07,Female,gmosley@example.net,+1-554-549-1638x0987,RN,Oncology,14,2,Rotating,True,False,71883
353,Alvin,Chung,1961-02-14,Male,josephfrench@example.com,913.786.1272,RN,Oncology,14,2,Night,True,False,70796
354,Suzanne,Lloyd,1973-12-11,Female,daniel04@example.org,653.756.5738x946,RN,Oncology,14,2,Rotating,True,False,59729
355,Samantha,Scott,1968-01-01,Female,adelgado@example.com,001-485-905-4958x63441,RN,Oncology,14,2,Night,True,False,71971
356,Donald,Hayes,1982-01-08,Male,diaznancy@example.com,286-727-4488x93240,RN,Oncology,14,2,Rotating,True,False,72730
357,Elizabeth,Sherman,1994-05-05,Female,boneal@example.com,+1-563-910-1869x8321,RN,Oncology,14,2,Day,True,False,67136
358,Laura,Gay,1976-08-13,Female,svang@example.net,650-556-4616,RN,Oncology,14,2,Day,True,False,71040
359,Robert,Adams,1967-11-13,Male,david88@example.org,001-861-236-8225x7128,RN,Oncology,14,2,Night,True,False,68251
360,Daniel,Green,1981-04-27,Male,wlawrence@example.net,+1-893-246-8550x577,LPN,Oncology,14,2,Rotating,True,False,64000
361,Amy,Dunlap,1975-02-05,Female,jilliangordon@example.net,+1-542-968-1305,RN,Psychiatry,8,7,Night,True,False,57330
362,Alexandra,Hardy,1976-05-11,Female,holly37@example.net,606-601-1814x91699,RN,Psychiatry,8,7,Day,True,False,69713
363,Sharon,Campbell,1986-06-10,Female,gomezjason@example.net,877-448-4313,RN,Psychiatry,8,7,Day,True,False,57208
364,Matthew,Roberts,1975-12-24,Male,patricia80@example.com,850-791-6586,CNA,Psychiatry,8,7,Rotating,True,False,70676
365,Heidi,Fisher,1999-10-30,Female,hchavez@example.com,929-318-9672x168,RN,Psychiatry,8,7,Day,True,False,55335
366,Michelle,Schaefer,1965-10-07,Female,alfred43@example.net,478.202.2420x4315,LPN,Psychiatry,8,7,Day,True,False,60834
367,Jeff,Young,1977-08-04,Male,pmoore@example.org,5019914780,RN,Psychiatry,8,7,Night,True,False,71462
368,Scott,Allen,1979-12-11,Male,jmelton@example.org,(517)914-0942x939,RN,Psychiatry,8,7,Day,True,True,67938
369,Nicole,Hood,2002-07-22,Female,brucebrandt@example.net,982.924.6521,RN,Psychiatry,8,7,Night,True,False,62779
370,Brad,Nelson,1998-11-15,Male,carolanderson@example.com,(207)512-3420x845,LPN,Psychiatry,8,7,Night,True,False,62561
371,Angela,Garza,2004-12-11,Female,wkhan@example.net,582-491-9242,RN,Psychiatry,8,7,Night,True,False,58336
372,Bryan,Carroll,1975-09-20,Male,gknight@example.org,765.663.4485x608,LPN,Psychiatry,8,7,Rotating,True,False,55923
373,Amanda,Houston,1978-03-31,Female,rbooker@example.net,+1-504-344-2364x54836,RN,Psychiatry,8,7,Night,True,False,66210
374,Melissa,Fitzpatrick,1967-12-21,Female,kimberly50@example.com,891.596.0725,RN,Psychiatry,8,7,Day,True,False,62976
375,Curtis,Carlson,1990-08-13,Male,williamsdavid@example.org,001-838-813-1257x3715,CNA,Psychiatry,8,7,Night,True,False,58433
376,James,Robertson,1977-02-18,Male,melissa35@example.org,407-328-3587x6604,LPN,Psychiatry,8,7,Rotating,True,False,71289
377,Theresa,Morris,1994-08-02,Female,markwheeler@example.com,469-274-7500,RN,Psychiatry,8,7,Day,True,False,68547
378,Monica,Wagner,1961-09-13,Female,davidarnold@example.net,(374)947-8504x2898,RN,Psychiatry,8,7,Rotating,True,False,59657
379,Diane,Hines,2003-06-25,Female,mark16@example.org,+1-739-414-0134,LPN,Psychiatry,8,7,Day,True,False,74423
380,Alexandra,Coleman,1969-01-13,Female,watsonchristopher@example.com,(960)363-7706x34737,RN,Psychiatry,8,7,Night,True,False,74809
381,Andrew,Cole,1972-03-02,Male,ktate@example.org,221.413.6500,RN,Endocrinology,3,2,Rotating,True,False,69097
382,Monique,Sanchez,1961-07-14,Female,susanlewis@example.com,001-201-462-3160x504,RN,Endocrinology,3,2,Night,True,False,69663
383,Thomas,Smith,1961-07-02,Male,fosterzachary@example.com,+1-204-881-9454x57061,RN,Endocrinology,3,2,Night,True,False,66011
384,Hannah,Hansen,1972-12-17,Female,brucebrent@example.net,(743)710-5246,RN,Endocrinology,3,2,Day,True,False,56961
385,Katie,Franklin,1973-01-22,Female,nturner@example.org,431-958-0028,RN,Endocrinology,3,2,Day,True,False,58158
386,Tara,Collier,1965-06-26,Female,whitematthew@example.net,960-237-4159,RN,Endocrinology,3,2,Night,True,False,70917
387,Sophia,Lane,1981-12-04,Female,vhoward@example.com,(854)356-5258,RN,Endocrinology,3,2,Night,True,False,72772
388,Clifford,Harrison,1970-01-16,Male,jorgerodgers@example.org,(681)457-7565,RN,Endocrinology,3,2,Rotating,True,False,63535
389,Brian,Woods,1968-06-28,Male,robertogreer@example.com,(665)679-7119x95016,LPN,Endocrinology,3,2,Day,True,False,74208
390,Tasha,Bryan,2003-03-04,Female,matthewjones@example.org,396.770.9843,LPN,Endocrinology,3,2,Night,True,False,68980
391,Stephanie,Jackson,1963-01-10,Female,ashlee01@example.net,(805)784-3684,RN,Endocrinology,3,2,Day,True,False,69580
392,Jessica,Allen,1998-06-27,Female,adamsthomas@example.net,(772)450-7710x65788,RN,Endocrinology,3,2,Day,True,False,63772
393,Sharon,Gray,1971-10-15,Female,brandongriffin@example.com,7086324495,RN,Pulmonology,16,3,Night,True,False,66839
394,Kristy,Conner,1980-05-08,Female,cnguyen@example.org,001-758-735-2768x02763,LPN,Pulmonology,16,3,Night,True,False,72044
395,Nicole,Long,2002-07-24,Female,robertlambert@example.net,+1-234-992-7853x770,RN,Pulmonology,16,3,Rotating,True,False,56283
396,Andrea,Howard,1972-08-05,Female,gerald14@example.net,+1-646-538-9348,RN,Pulmonology,16,3,Day,True,False,64378
397,Kathleen,Baxter,1964-12-05,Female,castrokathleen@example.com,649.793.1443x974,RN,Pulmonology,16,3,Rotating,True,False,58184
398,Laura,Burton,2003-01-31,Female,vross@example.net,(827)487-8384,RN,Pulmonology,16,3,Day,True,True,59432
399,Heather,White,1974-02-12,Female,adamsdawn@example.net,+1-201-279-2812,LPN,Pulmonology,16,3,Day,True,False,71470
400,Donna,Morrow,1972-12-30,Female,smithsean@example.net,619.893.8029x99825,CNA,Pulmonology,16,3,Day,True,False,64535
401,Carrie,Osborne,1970-09-18,Female,oatkinson@example.com,887-276-1981,RN,Pulmonology,16,3,Night,True,False,60468
402,Kimberly,Wagner,1994-08-01,Female,elizabethwarren@example.org,(617)308-1315,RN,Pulmonology,16,3,Day,True,False,73286
403,Donald,West,1970-05-21,Male,shannonbrock@example.net,(941)584-2581x707,RN,Pulmonology,16,3,Night,True,False,56111
404,Nicholas,Frey,1994-09-22,Male,christinapittman@example.net,001-205-285-7688x405,RN,Pulmonology,16,3,Night,True,False,62380
405,Albert,Hughes,1985-07-07,Male,scottmary@example.com,807-332-0661,RN,Urology,4,2,Night,True,False,57913
406,Ashley,Rogers,1989-09-18,Female,cartercarl@example.net,775-583-7633x01086,RN,Urology,4,2,Night,True,False,62445
407,Andrew,Miller,1996-01-29,Male,harmonjulie@example.org,001-550-438-0422x5156,RN,Urology,4,2,Rotating,True,False,70708
408,Krystal,Russell,2003-04-05,Female,browncourtney@example.net,001-665-964-4567,LPN,Urology,4,2,Night,True,False,70332
409,Michael,Stevens,1975-02-27,Male,yatesdevon@example.com,316.766.0560,LPN,Urology,4,2,Day,True,False,59720
410,Robert,Glass,1990-10-02,Male,fergusonjesse@example.net,001-707-427-8418,LPN,Urology,4,2,Day,True,False,72679
411,Alexander,Martinez,1986-08-31,Male,mistyjohnson@example.org,217-770-0305,RN,Urology,4,2,Rotating,True,False,74858
412,Glenn,Carpenter,1963-06-04,Male,jcampbell@example.com,373.501.4905,LPN,Urology,4,2,Night,True,False,67371
413,Billy,Scott,1961-01-29,Male,bgarza@example.org,001-249-554-9016,RN,Urology,4,2,Day,True,False,67849
414,Adam,Davis,1963-09-15,Male,lisagarcia@example.net,001-703-381-1258x6505,RN,Urology,4,2,Day,True,False,71846
415,Kimberly,Adams,1971-05-11,Female,nmitchell@example.org,001-804-347-4803x276,CNA,Urology,4,2,Day,True,False,63996
416,Nicholas,Adams,1991-03-17,Male,hernandezevelyn@example.net,001-768-386-2067,LPN,Urology,4,2,Night,True,False,68469
417,Jonathan,Thomas,1985-06-26,Male,hollowaysarah@example.com,(723)908-2278x493,RN,Neuroskeletal,10,6,Day,True,False,67028
418,Leah,Griffith,1970-09-09,Female,yfrench@example.com,6326761136,RN,Neuroskeletal,10,6,Night,True,False,73622
419,Philip,Williams,2003-04-20,Male,michelle54@example.org,747-847-3007x517,LPN,Neuroskeletal,10,6,Rotating,True,False,59827
420,Andrew,Moreno,1973-02-07,Male,sarakelley@example.net,6649628283,RN,Neuroskeletal,10,6,Rotating,True,False,58663
421,Anthony,Rowland,1993-05-21,Male,qcarter@example.org,945-808-8824,RN,Neuroskeletal,10,6,Night,True,False,71915
